y_actual,y_predicted,residual,pearson_residual,abs_pct_error
28044.34,7341.7330221666125,20702.606977833388,200.84869809773073,73.82098126692725
1735.6585714285716,7705.144984301831,-5969.486412873259,-56.5314126147689,343.9320676969286
85.94,9190.100427273246,-9104.160427273246,-78.94471307211161,10593.623955402893
4602.88,6677.327265049473,-2074.4472650494727,-21.103007109378282,45.068462898217476
582.62,7331.022914988137,-6748.402914988137,-65.51820538839002,1158.2854888243
16071.865,6701.295524245454,9370.569475754546,95.15461950869515,58.304182344454404
41649.23,6899.819878928294,34749.410121071705,347.7537623039432,83.4334995414602
46412.46,6780.446610210164,39632.013389789834,400.09236423268726,85.3908915618561
30768.25357142857,6912.739530790326,23855.51404063824,238.51020184057595,77.53288299336721
11204.6,8061.548214304861,3143.051785695139,29.099503968374755,28.051441244623987
43407.97,7308.108224577751,36099.86177542225,351.0316951096016,83.1641327051743
30136.11,7211.969851368049,22924.140148631952,224.39303929388456,76.06867690830686
4817.38,6845.5950906546495,-2028.2150906546494,-20.37753666520089,42.10203659779069
21225.145,7409.1965756389545,13815.948424361046,133.42537188499378,65.09236297024611
19679.810833333333,7441.3649516053365,12238.445881727996,117.93514540142492,62.187822766053834
24941.2475,7321.556510675881,17619.69098932412,171.17481039182866,70.64478626950846
72280.24,8113.079622767161,64167.160377232845,592.1929445371948,88.77552201989485
23558.31,7141.483710194788,16416.826289805213,161.48725605375984,69.68592522046451
21916.62,7411.192229121767,14505.427770878232,140.065049516099,66.18460223738073
12590.37,8676.695532199556,3913.674467800445,34.92615662185202,31.084666040795028
75671.95647058824,5520.022784814274,70151.93368577397,784.8966737970151,92.70532566848624
10546.46,7971.935550334841,2574.5244496651585,23.969468738330725,24.411266431249526
5270.44,8068.12992920179,-2797.6899292017906,-25.891452513251622,53.08266348164082
89640.312,10054.275827664298,79586.0361723357,659.7885196599237,88.7837563219723
22430.3825,9034.243274940176,13396.139225059824,117.15937311231498,59.72318673147827
807.145,4042.74661508088,-3235.60161508088,-42.30191806733699,400.86993230223567
1174.61375,10072.416874785251,-8897.80312478525,-73.69859755119087,757.5088512956067
19153.7,9692.737589418195,9460.962410581806,79.88318398215822,49.394959775822976
201610.69,10856.846716598744,190753.84328340125,1521.8250236157141,94.61494491358631
54520.99714285714,4390.7358279877435,50130.26131486939,628.8898589621682,91.94670666700566
66024.263,10393.304507828856,55630.95849217115,453.6103906116084,84.2583558898206
7390.785,5697.872391039157,1692.9126089608426,18.643242886863614,22.905721232059147
2098.8419999999996,5180.983331298616,-3082.141331298616,-35.59505998488868,146.84961189544597
6494.198,5753.368269484351,740.8297305156493,8.11896357971648,11.407563035738196
33417.310316455696,8137.794124077944,25279.516192377752,232.94783904327107,75.64796793334187
91345.3675,7038.518735180623,84306.84876481937,835.3442706873745,92.29460789549002
7003.95,10146.59793833454,-3142.6479383345404,-25.93455392140841,44.86965124443408
4489.736666666667,9527.137333531711,-5037.4006668650445,-42.901113041354584,112.19813189188625
26759.803999999996,9260.105352944305,17499.69864705569,151.1700941084033,65.3954664505603
22770.205,5304.008111975652,17466.19688802435,199.36069497239882,76.70636644696151
96071.11875,4684.2673165538845,91386.8514334461,1109.957005492553,95.12416699472037
92708.22568075116,9731.499954370038,82976.72572638112,699.2132963743541,89.50308898383913
75259.0005,8512.365789723279,66746.63471027672,601.3779667703985,88.68923885094212
16780.43857142857,8760.012472691307,8020.426098737264,71.23416805931919,47.796284135227225
28411.146666666667,6073.949408896935,22337.19725776973,238.25189938785175,78.62124510439705
17683.190000000002,6271.669559072448,11411.520440927554,119.78300545933062,64.53315516559825
33732.155999999995,6474.414032119024,27257.74196788097,281.6001741157417,80.80640314802581
22887.212,15485.93628969458,7401.275710305419,49.440303252042426,32.33803973286663
4414.15,6527.801114911124,-2113.6511149111248,-21.74668797926701,47.883536239392065
59039.206666666665,7785.891972355226,51253.31469431144,482.84867960624797,86.81233639145238
10594.483333333334,10508.219521150799,86.26381218253482,0.6995316287340642,0.8142333086798459
6033.987368421052,5196.938259910865,837.0491085101876,9.652069419907642,13.872238329349088
56832.5,6535.158914309586,50297.341085690416,517.2020386900543,88.50101805426546
21578.217083333333,13471.894885841082,8106.322197492251,58.056760081142066,37.567154719902426
19554.98180327869,6119.759659288885,13435.222143989806,142.7647357153925,68.70485628238829
9295.1376984127,11152.152913262715,-1857.0152148500147,-14.617711339346737,19.978350779753708
53510.10899236641,5539.024832832915,47971.08415953349,535.8042510308447,89.64863847759477
24028.691350364963,17233.842764019097,6794.848586345866,43.0261015293222,28.278063450353745
63265.95633915692,7915.261301882866,55350.695037274054,517.1704802798886,87.48890910705494
96298.2532602586,8445.329289465022,87852.92397079358,794.6780253543234,91.23002857939653
49420.65589743589,14422.945292882148,34997.710604553744,242.24562081093327,70.81595735432063
47453.3325,6896.319637276798,40557.0128627232,405.97617421632424,85.46715420402393
116954.33553021665,14608.310253007005,102346.02527720964,703.9053505110576,87.50938972310884
69100.85523602822,7092.252935002287,62008.60230102593,612.0728443764297,89.73637459221419
9247.196666666669,7162.198857405121,2084.9978092615474,20.479799135988834,22.547350125874694
72218.95673333333,15926.479595226658,56292.47713810667,370.79489190714423,77.94695421309562
63417.927619047616,7225.440448079975,56192.48717096764,549.5274224725938,88.60662793731876
58497.7964556962,7739.6819877945645,50758.114467901636,479.60886270979097,86.76927601254813
40953.13464150943,14782.08588898723,26171.048752522198,178.93551314456678,63.9048731717734
16353.00247311828,7171.722569993269,9181.27990312501,90.12281829661998,56.14430694435206
