fpr,tpr
0.0,0.0
0.0016181229773462784,0.0
0.0016181229773462784,0.0038022813688212928
0.0048543689320388345,0.0038022813688212928
0.0048543689320388345,0.011406844106463879
0.006472491909385114,0.011406844106463879
0.006472491909385114,0.015209125475285171
0.011326860841423949,0.015209125475285171
0.011326860841423949,0.026615969581749048
0.012944983818770227,0.026615969581749048
0.012944983818770227,0.030418250950570342
0.01779935275080906,0.030418250950570342
0.01779935275080906,0.034220532319391636
0.032362459546925564,0.034220532319391636
0.032362459546925564,0.045627376425855515
0.03398058252427184,0.045627376425855515
0.03398058252427184,0.057034220532319393
0.0372168284789644,0.057034220532319393
0.0372168284789644,0.06463878326996197
0.042071197411003236,0.06463878326996197
0.042071197411003236,0.07224334600760456
0.045307443365695796,0.07224334600760456
0.045307443365695796,0.07604562737642585
0.04692556634304207,0.07604562737642585
0.04692556634304207,0.08365019011406843
0.04854368932038835,0.08365019011406843
0.04854368932038835,0.09885931558935361
0.05177993527508091,0.09885931558935361
0.05177993527508091,0.10266159695817491
0.05501618122977346,0.10266159695817491
0.05501618122977346,0.11026615969581749
0.05663430420711974,0.11026615969581749
0.05663430420711974,0.11406844106463879
0.05825242718446602,0.11406844106463879
0.05825242718446602,0.13307984790874525
0.059870550161812294,0.13307984790874525
0.059870550161812294,0.13688212927756654
0.06310679611650485,0.13688212927756654
0.06310679611650485,0.1444866920152091
0.07281553398058252,0.1444866920152091
0.07281553398058252,0.1482889733840304
0.07605177993527508,0.1482889733840304
0.07605177993527508,0.1520912547528517
0.07928802588996764,0.1520912547528517
0.07928802588996764,0.155893536121673
0.0825242718446602,0.155893536121673
0.0825242718446602,0.17490494296577946
0.08414239482200647,0.17490494296577946
0.08414239482200647,0.17870722433460076
0.08576051779935275,0.17870722433460076
0.08576051779935275,0.18631178707224336
0.08737864077669903,0.18631178707224336
0.08737864077669903,0.20912547528517111
0.09223300970873786,0.20912547528517111
0.09223300970873786,0.21292775665399238
0.0970873786407767,0.21292775665399238
0.0970873786407767,0.22053231939163498
0.10355987055016182,0.22053231939163498
0.10355987055016182,0.22813688212927757
0.10679611650485436,0.22813688212927757
0.10679611650485436,0.23193916349809887
0.11812297734627832,0.23193916349809887
0.11812297734627832,0.23954372623574144
0.11974110032362459,0.23954372623574144
0.11974110032362459,0.24334600760456274
0.12135922330097088,0.24334600760456274
0.12135922330097088,0.2509505703422053
0.12297734627831715,0.2509505703422053
0.12297734627831715,0.25475285171102663
0.1262135922330097,0.25475285171102663
0.1262135922330097,0.2585551330798479
0.13106796116504854,0.2585551330798479
0.13106796116504854,0.26996197718631176
0.13268608414239483,0.26996197718631176
0.13268608414239483,0.29277566539923955
0.13915857605177995,0.29277566539923955
0.13915857605177995,0.2965779467680608
0.14401294498381878,0.2965779467680608
0.14401294498381878,0.30038022813688214
0.14563106796116504,0.30038022813688214
0.14563106796116504,0.3155893536121673
0.14724919093851133,0.3155893536121673
0.14724919093851133,0.3193916349809886
0.15048543689320387,0.3193916349809886
0.15048543689320387,0.33840304182509506
0.15210355987055016,0.33840304182509506
0.15210355987055016,0.34220532319391633
0.1553398058252427,0.34220532319391633
0.1553398058252427,0.34980988593155893
0.16019417475728157,0.34980988593155893
0.16019417475728157,0.3612167300380228
0.1634304207119741,0.3612167300380228
0.1634304207119741,0.3650190114068441
0.16828478964401294,0.3650190114068441
0.16828478964401294,0.3688212927756654
0.16990291262135923,0.3688212927756654
0.16990291262135923,0.3726235741444867
0.17637540453074432,0.3726235741444867
0.17637540453074432,0.3840304182509506
0.1779935275080906,0.3840304182509506
0.1779935275080906,0.38783269961977185
0.1796116504854369,0.38783269961977185
0.1796116504854369,0.3916349809885932
0.18122977346278318,0.3916349809885932
0.18122977346278318,0.39543726235741444
0.18446601941747573,0.39543726235741444
0.18446601941747573,0.39923954372623577
0.19741100323624594,0.39923954372623577
0.19741100323624594,0.4068441064638783
0.20388349514563106,0.4068441064638783
0.20388349514563106,0.41064638783269963
0.20550161812297735,0.41064638783269963
0.20550161812297735,0.4144486692015209
0.22006472491909385,0.4144486692015209
0.22006472491909385,0.41825095057034223
0.22168284789644013,0.41825095057034223
0.22168284789644013,0.4220532319391635
0.22653721682847897,0.4220532319391635
0.22653721682847897,0.42585551330798477
0.22815533980582525,0.42585551330798477
0.22815533980582525,0.43346007604562736
0.2297734627831715,0.43346007604562736
0.2297734627831715,0.44106463878326996
0.2313915857605178,0.44106463878326996
0.2313915857605178,0.4448669201520912
0.23300970873786409,0.4448669201520912
0.23300970873786409,0.4524714828897338
0.23462783171521034,0.4524714828897338
0.23462783171521034,0.45627376425855515
0.23624595469255663,0.45627376425855515
0.23624595469255663,0.4600760456273764
0.24271844660194175,0.4600760456273764
0.24271844660194175,0.46387832699619774
0.2524271844660194,0.46387832699619774
0.2524271844660194,0.467680608365019
0.2588996763754045,0.467680608365019
0.2588996763754045,0.4714828897338403
0.2621359223300971,0.4714828897338403
0.2621359223300971,0.4752851711026616
0.26375404530744334,0.4752851711026616
0.26375404530744334,0.4790874524714829
0.2766990291262136,0.4790874524714829
0.2766990291262136,0.49049429657794674
0.2783171521035599,0.49049429657794674
0.2783171521035599,0.49429657794676807
0.27993527508090615,0.49429657794676807
0.27993527508090615,0.5019011406844106
0.284789644012945,0.5019011406844106
0.284789644012945,0.5057034220532319
0.28802588996763756,0.5057034220532319
0.28802588996763756,0.5133079847908745
0.2912621359223301,0.5133079847908745
0.2912621359223301,0.5209125475285171
0.2928802588996764,0.5209125475285171
0.2928802588996764,0.532319391634981
0.2993527508090615,0.532319391634981
0.2993527508090615,0.5361216730038023
0.30097087378640774,0.5361216730038023
0.30097087378640774,0.5399239543726235
0.3074433656957929,0.5399239543726235
0.3074433656957929,0.5437262357414449
0.3106796116504854,0.5437262357414449
0.3106796116504854,0.5475285171102662
0.3122977346278317,0.5475285171102662
0.3122977346278317,0.5513307984790875
0.31715210355987056,0.5513307984790875
0.31715210355987056,0.55893536121673
0.3220064724919094,0.55893536121673
0.3220064724919094,0.5703422053231939
0.32362459546925565,0.5703422053231939
0.32362459546925565,0.5779467680608364
0.32524271844660196,0.5779467680608364
0.32524271844660196,0.5817490494296578
0.3268608414239482,0.5817490494296578
0.3268608414239482,0.5855513307984791
0.3300970873786408,0.5855513307984791
0.3300970873786408,0.5893536121673004
0.33171521035598706,0.5893536121673004
0.33171521035598706,0.5931558935361216
0.3333333333333333,0.5931558935361216
0.3333333333333333,0.6007604562737643
0.33495145631067963,0.6007604562737643
0.33495145631067963,0.6083650190114068
0.3365695792880259,0.6083650190114068
0.3365695792880259,0.6121673003802282
0.33980582524271846,0.6121673003802282
0.33980582524271846,0.6159695817490495
0.3414239482200647,0.6159695817490495
0.3414239482200647,0.6197718631178707
0.343042071197411,0.6197718631178707
0.343042071197411,0.623574144486692
0.3446601941747573,0.623574144486692
0.3446601941747573,0.6273764258555133
0.34627831715210355,0.6273764258555133
0.34627831715210355,0.6311787072243346
0.3511326860841424,0.6311787072243346
0.3511326860841424,0.6349809885931559
0.35436893203883496,0.6349809885931559
0.35436893203883496,0.6387832699619772
0.3559870550161812,0.6387832699619772
0.3559870550161812,0.6425855513307985
0.3592233009708738,0.6425855513307985
0.3592233009708738,0.6463878326996197
0.36084142394822005,0.6463878326996197
0.36084142394822005,0.6539923954372624
0.3673139158576052,0.6539923954372624
0.3673139158576052,0.6615969581749049
0.3786407766990291,0.6615969581749049
0.3786407766990291,0.6653992395437263
0.38996763754045305,0.6653992395437263
0.38996763754045305,0.6768060836501901
0.39967637540453077,0.6768060836501901
0.39967637540453077,0.6844106463878327
0.40129449838187703,0.6844106463878327
0.40129449838187703,0.688212927756654
0.41423948220064727,0.688212927756654
0.41423948220064727,0.6920152091254753
0.4336569579288026,0.6920152091254753
0.4336569579288026,0.6996197718631179
0.43527508090614886,0.6996197718631179
0.43527508090614886,0.7034220532319392
0.43851132686084143,0.7034220532319392
0.43851132686084143,0.7072243346007605
0.44336569579288027,0.7072243346007605
0.44336569579288027,0.7110266159695817
0.4563106796116505,0.7110266159695817
0.4563106796116505,0.714828897338403
0.46440129449838186,0.714828897338403
0.46440129449838186,0.7224334600760456
0.470873786407767,0.7224334600760456
0.470873786407767,0.7300380228136882
0.47249190938511326,0.7300380228136882
0.47249190938511326,0.7338403041825095
0.4741100323624595,0.7338403041825095
0.4741100323624595,0.7376425855513308
0.47572815533980584,0.7376425855513308
0.47572815533980584,0.7414448669201521
0.4854368932038835,0.7414448669201521
0.4854368932038835,0.7452471482889734
0.48705501618122976,0.7452471482889734
0.48705501618122976,0.752851711026616
0.49029126213592233,0.752851711026616
0.49029126213592233,0.7566539923954373
0.4935275080906149,0.7566539923954373
0.4935275080906149,0.7642585551330798
0.5080906148867314,0.7642585551330798
0.5080906148867314,0.7680608365019012
0.5129449838187702,0.7680608365019012
0.5129449838187702,0.7718631178707225
0.5210355987055016,0.7718631178707225
0.5210355987055016,0.779467680608365
0.5226537216828478,0.779467680608365
0.5226537216828478,0.7908745247148289
0.5355987055016181,0.7908745247148289
0.5355987055016181,0.7946768060836502
0.5372168284789643,0.7946768060836502
0.5372168284789643,0.7984790874524715
0.540453074433657,0.7984790874524715
0.540453074433657,0.8022813688212928
0.5453074433656958,0.8022813688212928
0.5453074433656958,0.8060836501901141
0.5501618122977346,0.8060836501901141
0.5501618122977346,0.8098859315589354
0.5533980582524272,0.8098859315589354
0.5533980582524272,0.8136882129277566
0.558252427184466,0.8136882129277566
0.558252427184466,0.8174904942965779
0.5631067961165048,0.8174904942965779
0.5631067961165048,0.8212927756653993
0.5647249190938511,0.8212927756653993
0.5647249190938511,0.8250950570342205
0.5825242718446602,0.8250950570342205
0.5825242718446602,0.8288973384030418
0.5841423948220065,0.8288973384030418
0.5841423948220065,0.8365019011406845
0.5938511326860841,0.8365019011406845
0.5938511326860841,0.8403041825095057
0.6003236245954693,0.8403041825095057
0.6003236245954693,0.844106463878327
0.6116504854368932,0.844106463878327
0.6116504854368932,0.8479087452471483
0.6197411003236246,0.8479087452471483
0.6197411003236246,0.8517110266159695
0.6213592233009708,0.8517110266159695
0.6213592233009708,0.8555133079847909
0.6326860841423948,0.8555133079847909
0.6326860841423948,0.8593155893536122
0.6472491909385113,0.8593155893536122
0.6472491909385113,0.8631178707224335
0.6682847896440129,0.8631178707224335
0.6682847896440129,0.8669201520912547
0.6715210355987055,0.8669201520912547
0.6715210355987055,0.870722433460076
0.6812297734627831,0.870722433460076
0.6812297734627831,0.8745247148288974
0.6828478964401294,0.8745247148288974
0.6828478964401294,0.8783269961977186
0.6941747572815534,0.8783269961977186
0.6941747572815534,0.8859315589353612
0.6990291262135923,0.8859315589353612
0.6990291262135923,0.8897338403041825
0.7103559870550162,0.8897338403041825
0.7103559870550162,0.8935361216730038
0.7249190938511327,0.8935361216730038
0.7249190938511327,0.8973384030418251
0.7297734627831716,0.8973384030418251
0.7297734627831716,0.9011406844106464
0.7346278317152104,0.9011406844106464
0.7346278317152104,0.9049429657794676
0.7669902912621359,0.9049429657794676
0.7669902912621359,0.908745247148289
0.7734627831715211,0.908745247148289
0.7734627831715211,0.9163498098859315
0.7783171521035599,0.9163498098859315
0.7783171521035599,0.9201520912547528
0.7912621359223301,0.9201520912547528
0.7912621359223301,0.9277566539923955
0.7961165048543689,0.9277566539923955
0.7961165048543689,0.9315589353612167
0.8025889967637541,0.9315589353612167
0.8025889967637541,0.935361216730038
0.8042071197411004,0.935361216730038
0.8042071197411004,0.9391634980988594
0.8106796116504854,0.9391634980988594
